"","parent.mass.21","cluster.index.21","RTMean.21","sum.precursor.intensity..21","ConsensusScore.21","ConsensusSMILES.21","ConsensusID.21","cluster.index.20","RTMean.20","sum.precursor.intensity..20","ConsensusScore.20","ConsensusSMILES.20","ConsensusID.20"
"48",313.2,76430,12.8778,69919.4,"0.894","[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H]","DTXSID3047477","238824",327.3108,0,"1","CC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@]12C","DTXSID2046626"
"49",313.2,76430,12.8778,69919.4,"0.894","[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H]","DTXSID3047477","238817",329.78597,3445030,"1","CC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@]12C","DTXSID2046626"
"50",313.2,76430,12.8778,69919.4,"0.823","C\C=C1\C(=O)C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C","DTXSID6033538","238824",327.3108,0,"1","CC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@]12C","DTXSID2046626"
"51",313.2,76430,12.8778,69919.4,"0.823","C\C=C1\C(=O)C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C","DTXSID6033538","238817",329.78597,3445030,"1","CC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@]12C","DTXSID2046626"
"52",313.2,42402,12.4865,174672.59,"0.873","C\C=C1\C(=O)C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C","DTXSID6033538","238824",327.3108,0,"1","CC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@]12C","DTXSID2046626"
"53",313.2,42402,12.4865,174672.59,"0.873","C\C=C1\C(=O)C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C","DTXSID6033538","238817",329.78597,3445030,"1","CC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@]12C","DTXSID2046626"
"54",313.2,42402,12.4865,174672.59,"0.983","[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H]","DTXSID3047477","238824",327.3108,0,"1","CC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@]12C","DTXSID2046626"
"55",313.2,42402,12.4865,174672.59,"0.983","[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H]","DTXSID3047477","238817",329.78597,3445030,"1","CC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@]12C","DTXSID2046626"
"56",313.2,42402,12.4865,174672.59,"0.968","[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C","DTXSID2023016","238824",327.3108,0,"1","CC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@]12C","DTXSID2046626"
"57",313.2,42402,12.4865,174672.59,"0.968","[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C","DTXSID2023016","238817",329.78597,3445030,"1","CC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@]12C","DTXSID2046626"
"58",313.2,42402,12.4865,174672.59,"0.962","[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@]1([H])[C@@]2([H])C=CC2=CC(=O)CC[C@@]12C","DTXSID1022974","238824",327.3108,0,"1","CC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@]12C","DTXSID2046626"
"59",313.2,42402,12.4865,174672.59,"0.962","[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@]1([H])[C@@]2([H])C=CC2=CC(=O)CC[C@@]12C","DTXSID1022974","238817",329.78597,3445030,"1","CC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@]12C","DTXSID2046626"
"60",331.2,108,11.8232,97937723.96,"1","O=C(OC1CCCCC1)C1=C(C=CC=C1)C(=O)OC1CCCCC1","DTXSID5025021","256823",241.01,646172,"1","CC(=C)C(=O)OCCOCCOCCOCCOC(=O)C(C)=C","DTXSID6044515"
"61",331.2,108,11.8232,97937723.96,"1","O=C(OC1CCCCC1)C1=C(C=CC=C1)C(=O)OC1CCCCC1","DTXSID5025021","256796",241.88087,13229300,"1","CC(=C)C(=O)OCCOCCOCCOCCOC(=O)C(C)=C","DTXSID6044515"
"62",331.2,108,11.8232,97937723.96,"1","O=C(OC1CCCCC1)C1=C(C=CC=C1)C(=O)OC1CCCCC1","DTXSID5025021","256799",240.59412,7759830,"1","CC(=C)C(=O)OCCOCCOCCOCCOC(=O)C(C)=C","DTXSID6044515"
"63",385.2,41328,12.5192,1094000.55,"1","CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(OC(=O)CC)=CC=C4[C@H]3CC[C@]12C","DTXSID8023000","298735",209.3788,295528,"1","CO[Si](CCCNCCNCCC[Si](OC)(OC)OC)(OC)OC","DTXSID2044977"
"64",385.2,41328,12.5192,1094000.55,"1","CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(OC(=O)CC)=CC=C4[C@H]3CC[C@]12C","DTXSID8023000","298792",459.06114,983546,"0.983","C[C@]12CC[C@H]3[C@@H](CC[C@@H]4C[C@@H](O)CC[C@]34C)[C@]11O[C@@H]1C[C@@H]2C1=COC(=O)C=C1","DTXSID0046808"
"65",385.2,41328,12.5192,1094000.55,"1","CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(OC(=O)CC)=CC=C4[C@H]3CC[C@]12C","DTXSID8023000","298649",208.4555,133164,"1","CC(C)C[C@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C1=NC=CN=C1)B(O)O","DTXSID3040980"
"66",385.2,41328,12.5192,1094000.55,"1","CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(OC(=O)CC)=CC=C4[C@H]3CC[C@]12C","DTXSID8023000","298729",227.25848,6108600,"1","CO[Si](CCCNCCNCCC[Si](OC)(OC)OC)(OC)OC","DTXSID2044977"
"67",385.2,41328,12.5192,1094000.55,"1","CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(OC(=O)CC)=CC=C4[C@H]3CC[C@]12C","DTXSID8023000","298779",463.26783,5391340,"0.962","C[C@]12CC[C@H]3[C@@H](CC[C@@H]4C[C@@H](O)CC[C@]34C)[C@]11O[C@@H]1C[C@@H]2C1=COC(=O)C=C1","DTXSID0046808"
"68",385.2,41328,12.5192,1094000.55,"1","CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(OC(=O)CC)=CC=C4[C@H]3CC[C@]12C","DTXSID8023000","298792",459.06114,983546,"0.93","CC(=O)O[C@@]1(CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)=O","DTXSID9040683"
"69",385.2,41328,12.5192,1094000.55,"1","CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(OC(=O)CC)=CC=C4[C@H]3CC[C@]12C","DTXSID8023000","298792",459.06114,983546,"0.726","CCOC1=CC2=C(OC3=C2C=C(OCC)C=C(O3)C(C)(C)C)C(=C1)C(C)(C)C","DTXSID60317464"
"70",385.2,41328,12.5192,1094000.55,"1","CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(OC(=O)CC)=CC=C4[C@H]3CC[C@]12C","DTXSID8023000","298792",459.06114,983546,"0.706","CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(OC(=O)CC)=CC=C4[C@H]3CC[C@]12C","DTXSID8023000"
"71",385.2,41328,12.5192,1094000.55,"1","CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(OC(=O)CC)=CC=C4[C@H]3CC[C@]12C","DTXSID8023000","298792",459.06114,983546,"1","CC(=O)O[C@H]1CC[C@@H]2[C@H]3CC[C@@]4(C)[C@@H](CC[C@@]4(OC(C)=O)C#C)[C@@H]3CCC2=C1","DTXSID4020614"
"72",385.2,41328,12.5192,1094000.55,"1","CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(OC(=O)CC)=CC=C4[C@H]3CC[C@]12C","DTXSID8023000","298739",222.91733,0,"1","CO[Si](CCCNCCNCCC[Si](OC)(OC)OC)(OC)OC","DTXSID2044977"
"73",385.2,41328,12.5192,1094000.55,"1","CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(OC(=O)CC)=CC=C4[C@H]3CC[C@]12C","DTXSID8023000","298779",463.26783,5391340,"1","CC(=O)O[C@H]1CC[C@@H]2[C@H]3CC[C@@]4(C)[C@@H](CC[C@@]4(OC(C)=O)C#C)[C@@H]3CCC2=C1","DTXSID4020614"
"74",385.2,41328,12.5192,1094000.55,"1","CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(OC(=O)CC)=CC=C4[C@H]3CC[C@]12C","DTXSID8023000","298779",463.26783,5391340,"0.689","CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(OC(=O)CC)=CC=C4[C@H]3CC[C@]12C","DTXSID8023000"
"75",385.2,41328,12.5192,1094000.55,"1","CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(OC(=O)CC)=CC=C4[C@H]3CC[C@]12C","DTXSID8023000","298779",463.26783,5391340,"0.921","CC(=O)O[C@@]1(CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)=O","DTXSID9040683"
"76",385.2,41328,12.5192,1094000.55,"1","CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(OC(=O)CC)=CC=C4[C@H]3CC[C@]12C","DTXSID8023000","298779",463.26783,5391340,"0.689","CCOC1=CC2=C(OC3=C2C=C(OCC)C=C(O3)C(C)(C)C)C(=C1)C(C)(C)C","DTXSID60317464"
"77",385.2,41328,12.5192,1094000.55,"0.67","CCOC1=CC2=C(OC3=C2C=C(OCC)C=C(O3)C(C)(C)C)C(=C1)C(C)(C)C","DTXSID60317464","298735",209.3788,295528,"1","CO[Si](CCCNCCNCCC[Si](OC)(OC)OC)(OC)OC","DTXSID2044977"
"78",385.2,41328,12.5192,1094000.55,"0.67","CCOC1=CC2=C(OC3=C2C=C(OCC)C=C(O3)C(C)(C)C)C(=C1)C(C)(C)C","DTXSID60317464","298792",459.06114,983546,"0.983","C[C@]12CC[C@H]3[C@@H](CC[C@@H]4C[C@@H](O)CC[C@]34C)[C@]11O[C@@H]1C[C@@H]2C1=COC(=O)C=C1","DTXSID0046808"
"79",385.2,41328,12.5192,1094000.55,"0.67","CCOC1=CC2=C(OC3=C2C=C(OCC)C=C(O3)C(C)(C)C)C(=C1)C(C)(C)C","DTXSID60317464","298649",208.4555,133164,"1","CC(C)C[C@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C1=NC=CN=C1)B(O)O","DTXSID3040980"
"80",385.2,41328,12.5192,1094000.55,"0.67","CCOC1=CC2=C(OC3=C2C=C(OCC)C=C(O3)C(C)(C)C)C(=C1)C(C)(C)C","DTXSID60317464","298729",227.25848,6108600,"1","CO[Si](CCCNCCNCCC[Si](OC)(OC)OC)(OC)OC","DTXSID2044977"
"81",385.2,41328,12.5192,1094000.55,"0.67","CCOC1=CC2=C(OC3=C2C=C(OCC)C=C(O3)C(C)(C)C)C(=C1)C(C)(C)C","DTXSID60317464","298779",463.26783,5391340,"0.962","C[C@]12CC[C@H]3[C@@H](CC[C@@H]4C[C@@H](O)CC[C@]34C)[C@]11O[C@@H]1C[C@@H]2C1=COC(=O)C=C1","DTXSID0046808"
"82",385.2,41328,12.5192,1094000.55,"0.67","CCOC1=CC2=C(OC3=C2C=C(OCC)C=C(O3)C(C)(C)C)C(=C1)C(C)(C)C","DTXSID60317464","298792",459.06114,983546,"0.93","CC(=O)O[C@@]1(CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)=O","DTXSID9040683"
"83",385.2,41328,12.5192,1094000.55,"0.67","CCOC1=CC2=C(OC3=C2C=C(OCC)C=C(O3)C(C)(C)C)C(=C1)C(C)(C)C","DTXSID60317464","298792",459.06114,983546,"0.726","CCOC1=CC2=C(OC3=C2C=C(OCC)C=C(O3)C(C)(C)C)C(=C1)C(C)(C)C","DTXSID60317464"
"84",385.2,41328,12.5192,1094000.55,"0.67","CCOC1=CC2=C(OC3=C2C=C(OCC)C=C(O3)C(C)(C)C)C(=C1)C(C)(C)C","DTXSID60317464","298792",459.06114,983546,"0.706","CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(OC(=O)CC)=CC=C4[C@H]3CC[C@]12C","DTXSID8023000"
