,new_id,featureid,mz.x,rt.x,det_count_v1,det_count_v2,det_count_v3,det_count_FB,df_v1,df_v2,df_v3,mean_visit1,log_mean_v1,sd_visit1,median_v1,gm_visit1,gsd_visit1,cv_visit1,mean_visit2,median_v2,sd_visit2,gm_visit2,gsd_visit2,cv_visit2,mean_visit3,sd_visit3,median_v3,gm_visit3,gsd_visit3,cv_visit3,mean_allvisit,gm_allvisit,gsd_allvisit,cv_allvisit,mean_FB,log_mean_FB,mean_DIWB,PvalV1_v3,PvalV1_V2,DFv1_min,percent_FBvV1,logFBvV1,meanv1_gt_v3,meanv1_gt_v2,geom_diff1v3,geom_diff1v2,df1v3_difference,df1v2_difference,DTXSID,Confidence,score,mz.y,rt.y,MatchCategory,theoretical.mz,delta_ppm,Compound,Formula,MonoisotopicMass,Adduct,X,parent_id,DB_name,is_metab,name_original,name_cleaned,formula_original,formula_cleaned,Molweight_cleaned,source,Drug_UCSF_PXYS,Drug_most.comon.and.haz,Disinfectant,Sesquiterpenoids,FRs,PFAS,exposurepred_bin,exposurepred_u95,MC,MC_list_cat,MGDev,ERactive_bin,ERactive_ER_AUC,E2Up_bin,E2UP_priority_level,P4Up_bin,P4Up_priority_level,pesticidemammarytumors_bin,VBtoxcast_bin,vbtoxcast_min_ac10,vbtoxcast_max_scaled_top,vbtoxcast_assay_sum,nitroPAH_bin,pellizzari_bin,MC_sum,frag_yn,confirmed_frag,of_interes_prevt,acrylate,is_ucsfdrug,sig_dif1v2or3,ubiqui_MC,nitro benzene,nitro,sulfate,aniline,guanidium,nitro_sum,SWGDRUG,STATINS,UOATARGPHARMA,VETDRUGS,DRUGBANK,ANTIBIOTICS,ZINC15PHARMA,PAHLIST,drug_any,of_interest_all,of_interest_cat
3,DTXSID00194615,485.0015-55.3,485.0015,55.3,40,38,38,8,100,100,100,20845.875825,14.2840906526706,4609.44198535351,21545.05,19949.8551723689,1.42285616407768,22.1120092245081,22011.4575526316,22042.135,3616.28526769675,21575.5596177805,1.25915717726265,16.4291040656888,21669.9095263158,3544.64490386195,21519.675,21282.3359757697,1.23694371778873,16.3574513292608,19959.40678125,18088.7860997392,1.72606622502487,30.8376460475502,5669.21,12.3296067693356,3930.8515,0.692940012676937,0.278081789972957,1,27.1958350303567,86.3170576912463,0,0,0,0,0,0,DTXSID00194615,2,10,485.0015,55.3,Unique,485.003955,5.06,1H1H9H-PERFLUORONONYLACRYLATE,C12H6F16O2,486.01123,M-H,9,,DTXSID00194615,0,"1H,1H,9H-PERFLUORONONYL,ACRYLATE","2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9-hexadecafluorononyl prop-2-enoate",C12H6F16O2,C12H6F16O2,486.011231,PFAS,0,NA,0,0,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,no,notconf,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
4,DTXSID00194615,485.0014-66.2,485.0014,66.2,40,38,38,6,100,100,100,11085.562,13.3413861622665,3429.19378514119,12245.68,10379.0455656871,1.50460435098421,30.9338740349041,11305.1023157895,11652.62,3025.99968094524,10839.8534468844,1.36308707239686,26.7666722194891,10332.3917894737,4027.02027147177,10640.615,9424.60329854644,1.59305499817755,38.9747151823489,9928.9134953125,7878.83524843954,2.6849218367871,45.6786883774343,286.096525,NA,741.2248,0.438492248442265,0.884749013989204,1,2.58080307520719,NA,1,0,1,0,0,0,DTXSID00194615,2,10,485.0014,66.2,Unique,485.003955,5.27,1H1H9H-PERFLUORONONYLACRYLATE,C12H6F16O2,486.01123,M-H,9,,DTXSID00194615,0,"1H,1H,9H-PERFLUORONONYL,ACRYLATE","2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9-hexadecafluorononyl prop-2-enoate",C12H6F16O2,C12H6F16O2,486.011231,PFAS,0,NA,0,0,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,no,notconf,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
10,DTXSID0020573,351.1293-830.7,351.1293,830.7,40,38,38,0,100,100,100,57960.268,15.4776749565684,51691.1548913749,43421.855,45629.3650103667,1.90949308517317,89.1837748082443,53837.205,38081.995,38207.8701364449,43574.9459362462,1.90528544147011,70.9692676959082,60772.2121052632,36573.4340434206,48337.31,50573.6310095166,1.8845029764658,60.1811794839259,52137.254453125,46486.4817518396,1.8950403159661,84.179548848397,0,NA,0,0.248248042490414,0.64204240412933,1,0,NA,0,1,0,1,0,0,MTX12,3,27000,351.1293,830.7,Multiple,351.1271689,6.07,,C18H24O5S,352.13444,M-H,6984,DTXSID0020573,DTXSID0020573-BTMR0512,1,,"[(8R,9S,13S,14S,17S)-17-hydroxy-13-methyl-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthren-3-yl] hydrogen sulfate",C18H24O5S,C18H24O5S,352.1344449,"ERactive, VBtoxcast, MC, MGDev",,NA,NA,NA,NA,NA,NA,NA,1,Hormone or EDC,1,1,0.935,NA,NA,NA,NA,NA,1,-7.683792469,26.24151942,67,NA,,2,no,notconf,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1
23,DTXSID0022012,203.002-191.1,203.002,191.1,40,38,38,8,100,100,100,4430395.6425,21.5340710660672,4258407.25416992,3061873,3036696.0157484,2.40091650469487,96.117990305872,3424029.40526316,2728310.5,2201893.8881403,2748399.00935722,2.04947693555764,64.3070963338024,3513649.45526316,2725306.83206393,2611370.5,2731728.98219481,2.05343585925771,77.5634242050427,3444633.70967969,1576474.32700022,7.2301451393278,94.3844499979635,5584.683125,12.4120823033988,5203.7435,0.474756252038523,0.700332451175848,1,0.126053823984186,57.6392743634873,1,1,1,1,0,0,MTX22,3,51923.0769230769,203.002,191.1,Multiple,203.0019684,0.16,,C7H8O5S,204.00924,M-H,6996,DTXSID0022012,DTXSID0022012-BTMR0196,1,,(3-methoxyphenyl) hydrogen sulfate,C7H8O5S,C7H8O5S,204.0092444,"E2Up, VBtoxcast",,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,1,2,NA,NA,NA,1,-2.582733377,2.265952747,5,NA,,1,no,notconf,NA,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
24,DTXSID0022012,123.04501-191.1,123.04501,191.1,40,38,38,8,100,100,100,409413.339347168,18.1170719536905,385530.307344514,272810.141365157,284303.425000686,2.35374417001275,94.1665232401229,315449.678916693,251625.032778953,189621.609346991,260027.177516154,1.95351883104775,60.1115239673673,330437.771494134,234111.420282063,264030.59305007,268584.089442148,1.91767241162499,70.8488679195135,319774.836143407,157871.185157966,6.21623138280846,90.7771980376492,834.803861583999,9.59290426399186,1060.97649133138,0.768068961182508,0.752841338212907,1,0.203902457822976,52.9495289774888,1,1,1,1,0,0,DTXSID0022012,3,27000,123.04501,191.1,Multiple,123.0451535,1.17,3-Methoxyphenol,C7H8O2,124.05243,M-H,90,,DTXSID0022012,0,3-Methoxyphenol,3-methoxyphenol,C7H8O2,C7H8O2,124.0524295,"E2Up, VBtoxcast",,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,1,2,NA,NA,NA,1,-2.582733377,2.265952747,5,NA,,1,no,notconf,yes,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
25,DTXSID0022012,299.08-651.6,299.08,651.6,40,38,38,8,100,100,100,19386.721,14.1411131839434,7259.39697463974,19029.455,18067.5489679115,1.47564111177033,37.4452026964217,16434.6368947368,16391.05,7986.68277581796,14589.3364793429,1.65556832130589,48.5966488153789,21456.859,11302.4154527645,18761.9,19037.3524713659,1.63502604855477,52.6750697889403,17510.78413125,13435.68456807,2.62055855799948,57.2700929317681,3123.22825,11.5405496004161,262.2147,0.814269502155929,0.081086119811709,1,16.1101418336809,81.6099089958479,0,1,0,1,0,0,MTX21,3,26470.588235294,299.08,651.6,Unique,299.0772415,9.22,,C13H16O8,300.08452,M-H,6995,DTXSID0022012,DTXSID0022012-BTMR0166,1,,"3,4,5-trihydroxy-6-(3-methoxyphenoxy)oxane-2-carboxylic acid",C13H16O8,C13H16O8,300.0845175,"E2Up, VBtoxcast",,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,1,2,NA,NA,NA,1,-2.582733377,2.265952747,5,NA,,1,no,notconf,NA,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
26,DTXSID0022191,169.08676-320.6,169.08676,320.6,40,38,38,8,100,100,100,12722.9325417247,13.4972301226409,5564.25677990426,10713.9130581914,11563.0159656045,1.56676245121799,43.7340743704831,12311.6807332729,12435.6762849247,4895.66491083627,11367.4692946569,1.51120353947979,39.7643913686415,13136.258402147,6643.36895923152,12730.6039126125,11628.5992828868,1.65304153242726,50.5727639930235,11598.0066636866,8717.73246046567,2.70230069452137,55.7512607197848,730.400886468795,9.14628215811102,690.664261298593,0.95615306227854,0.853277379738496,1,5.74082181190112,67.7641417906077,0,1,0,1,0,0,DTXSID0022191,2,10,169.08676,320.6,Unique,169.0870183,1.53,Tetrahydrofurfurylmethacrylate,C9H14O3,170.09429,M-H,92,,DTXSID0022191,0,"Tetrahydrofurfuryl,methacrylate",oxolan-2-ylmethyl 2-methylprop-2-enoate,C9H14O3,C9H14O3,170.0942943,VBtoxcast,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-4.834301351,1.849892954,2,NA,,0,no,notconf,NA,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
27,DTXSID0022191,169.08677-301.7,169.08677,301.7,40,38,38,8,100,100,100,10304.2315321992,13.0813491780031,7176.7793305759,7997.18915972228,8667.19337608976,1.75580111190677,69.6488555031931,9147.30873662978,7247.5766949775,5226.64932413236,7960.94770255428,1.68571991731337,57.1386565668501,10904.9363056442,8747.81485859753,6784.20859493616,8550.09371687615,1.9557880298082,80.2188533102186,9537.94689584166,7678.19010749962,1.90199519684904,74.611886394199,4476.31604854129,11.7960171081568,2723.02534625525,0.722678199289804,0.558678776453122,1,43.4415320982788,90.1743157196074,0,1,1,1,0,0,DTXSID0022191,2,10,169.08677,301.7,Unique,169.0870183,1.47,Tetrahydrofurfurylmethacrylate,C9H14O3,170.09429,M-H,92,,DTXSID0022191,0,"Tetrahydrofurfuryl,methacrylate",oxolan-2-ylmethyl 2-methylprop-2-enoate,C9H14O3,C9H14O3,170.0942943,VBtoxcast,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-4.834301351,1.849892954,2,NA,,0,no,notconf,NA,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
42,DTXSID0025527,385.2351-920,385.2351,920,40,38,38,8,100,100,100,279030.9525,17.94997165088,130952.067239607,223788.65,253209.437366838,1.55257772226939,46.9310182495282,308125.235,259173.65,157991.258981017,267980.297382971,1.74581227430004,51.2750145183716,323536.063157895,102008.948049158,339029.25,305065.773344184,1.4437488904905,31.5293902798635,276034.726609375,204403.753633706,2.8085442065137,55.0003452626367,14047.12475,13.4668211745274,13925.1445,0.040922075612413,0.480956419943862,1,5.03425323396694,75.0241918842652,0,0,0,0,0,0,DTXSID0025527,3,25961.5384615385,385.2351,920,Unique,385.2384336,8.65,Medroxyprogesteroneacetate,C24H34O4,386.24571,M-H,185,,DTXSID0025527,0,"Medroxyprogesterone,acetate","[(6S,8R,9S,10R,13S,14S,17R)-17-acetyl-6,10,13-trimethyl-3-oxo-2,6,7,8,9,11,12,14,15,16-decahydro-1H-cyclopenta[a]phenanthren-17-yl] acetate",C24H34O4,C24H34O4,386.2457096,"VBtoxcast, MC",,NA,NA,NA,NA,NA,NA,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,1,-5.010825,125.7921,42,NA,,1,no,notconf,NA,0,0,1,0,0,0,0,0,0,0,-,-,-,-,Y,-,Y,-,1,1,1
49,DTXSID0027773,295.1206-618.7,295.1206,618.7,38,36,37,0,95,94.7368421052632,97.3684210526316,18161.027925,12.9369813457481,27041.255880838,5044.927,7841.86638843327,3.9641149512747,148.897165912144,11949.3481578947,6215.0775,15460.5071010916,7643.60104107596,2.57397382091082,129.383686012003,18757.4342789474,31034.4192858469,10763.39,9292.00485789226,3.57127961978237,165.451302264078,14791.3972625,8229.54489637399,3.34822912614927,166.450133852071,0,NA,0,0.381720504951197,0.722661387101462,1,0,NA,0,1,0,1,2.36842105263158,0.26315789473685,DTXSID0027773,3,26213.5922330098,295.1206,618.7,Unique,295.1187124,6.4,Trimethylolpropanetriacrylate,C15H20O6,296.12599,M-H,236,,DTXSID0027773,0,"Trimethylolpropane,triacrylate","2,2-bis(prop-2-enoyloxymethyl)butyl prop-2-enoate",C15H20O6,C15H20O6,296.1259884,VBtoxcast,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-1.513498657,35.44047607,20,NA,,0,no,notconf,NA,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
61,DTXSID0034855,382.1243-458.9,382.1243,458.9,40,38,38,0,100,100,100,6178.6937475,12.2262581041411,5012.33973796662,5036.843,4791.48821244409,2.14885962195315,81.1229677793092,4001.40744736842,3578.722,2079.83648912899,3594.31426310654,1.57171026973132,51.9776232859472,4800.71840263158,2630.1804347473,4316.386,4113.97545538049,1.80092055349788,54.7872258723929,4543.9729078125,4148.40153264003,1.86672403782073,82.0228114663423,0,NA,0,0.269319144020575,0.012625250647762,1,0,NA,1,1,1,1,0,0,DTXSID0034855,2,10,382.1243,458.9,Multiple,382.1271668,7.5,Fluazifop-P-butyl,C19H20F3NO4,383.13444,M-H,297,,DTXSID0034855,0,Fluazifop-P-butyl,butyl (2R)-2-[4-[5-(trifluoromethyl)pyridin-2-yl]oxyphenoxy]propanoate,C19H20F3NO4,C19H20F3NO4,383.1344428,"P4Up, VBtoxcast",,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,1,3,NA,1,-3.743619,4.922391,4,NA,,1,no,notconf,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
62,DTXSID0034855,382.1243-437.5,382.1243,437.5,40,38,38,0,100,100,100,3917.16316,11.6745604080039,2165.9260703241,3822.5065,3268.8340186482,2.01076591536329,55.2932308881436,2998.72597368421,2525.622,1460.92451996085,2722.31567161871,1.5390932669723,48.7181734103556,3457.84413157895,1674.45389486956,3281.428,2918.56141870029,1.99007274868852,48.4247939222454,3140.9077375,2966.46749731209,1.85752047834807,63.9722101787458,0,NA,0,0.519066454195575,0.015342488565367,1,0,NA,1,1,1,1,0,0,DTXSID0034855,2,10,382.1243,437.5,Multiple,382.1271668,7.5,Fluazifop-P-butyl,C19H20F3NO4,383.13444,M-H,297,,DTXSID0034855,0,Fluazifop-P-butyl,butyl (2R)-2-[4-[5-(trifluoromethyl)pyridin-2-yl]oxyphenoxy]propanoate,C19H20F3NO4,C19H20F3NO4,383.1344428,"P4Up, VBtoxcast",,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,1,3,NA,1,-3.743619,4.922391,4,NA,,1,no,notconf,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
79,DTXSID0044571,135.08129-341.4,135.08129,341.4,40,38,38,0,100,100,100,30029.6972020223,14.6524297037511,18866.4251202774,25741.3806883916,25752.5862388293,1.71471365471702,62.8258919607317,28879.6104006266,24493.0469433859,15232.7779934833,25677.5114757234,1.63119619025898,52.7457877103244,34216.5533627754,37820.013315821,16710.6282505942,21858.3516417906,2.49036868463675,110.531335271675,28115.9539928919,24382.6122488228,1.95493146172272,92.8006292805009,0,NA,0,0.163156037864808,0.745263023126095,1,0,NA,0,1,1,1,0,0,DTXSID0044571,3,25714.2857142857,135.08129,341.4,Multiple,135.081539,1.84,3-Isopropylphenol,C9H12O,136.08882,M-H,399,,DTXSID0044571,0,3-Isopropylphenol,3-propan-2-ylphenol,C9H12O,C9H12O,136.088815,"exposurepred, P4Up",,NA,NA,NA,NA,NA,1,51.94904752,NA,,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,,1,no,notconf,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
80,DTXSID0044571,215.0373-351.3,215.0373,351.3,40,38,38,0,100,100,100,29574.551325,14.5921213535589,21109.6336135987,24608.97,24698.2525860118,1.79832507576659,71.3776969314638,34677.7382105263,20612.43,31485.9777885163,26062.0901880103,2.06916069336842,90.7959382972643,25415.0545789474,19616.7732030825,21711.985,21102.9513090938,1.76722163235612,77.1856426361253,27082.0951484375,23874.3411385035,1.88103554691764,92.4691407002415,0,NA,0,0.08830041907475,0.90847549092264,1,0,NA,1,0,1,0,0,0,MTX73,2,10,215.0373,351.3,Unique,215.0383539,4.9,,C9H12O4S,216.04563,M-H,7046,DTXSID0044571,DTXSID0044571-BTMR0196,1,,,C9H12O4S,C9H12O4S,216.0456299,"exposurepred, P4Up",,NA,NA,NA,NA,NA,1,51.94904752,NA,,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,,1,no,notconf,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
81,DTXSID0044571,215.0376-338.2,215.0376,338.2,40,38,38,0,100,100,100,39158.81925,15.0444566735681,24280.0011153885,34219.945,33793.4652283529,1.70231815871031,62.003915287585,40273.5701052632,27711.36,31576.7635408202,32263.2166135418,1.90544585419309,78.4056726490548,32763.9944736842,21199.3412720404,27275.54,28358.1462336281,1.66648732538013,64.7031645944989,33920.158,31426.2631435257,1.75938175046256,79.7782733382796,0,NA,0,0.137674932105031,0.432606925876661,1,0,NA,1,0,1,1,0,0,MTX73,2,10,215.0376,338.2,Unique,215.0383539,3.51,,C9H12O4S,216.04563,M-H,7046,DTXSID0044571,DTXSID0044571-BTMR0196,1,,,C9H12O4S,C9H12O4S,216.0456299,"exposurepred, P4Up",,NA,NA,NA,NA,NA,1,51.94904752,NA,,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,,1,no,notconf,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
114,DTXSID0047957,329.1055-616.1,329.1055,616.1,40,38,38,0,100,100,100,8823.529875,12.7209757052014,7091.14801536696,5871.9405,6751.42210590117,2.0554906327238,80.366339954926,7386.29671052632,6795.1665,4104.13998210731,6459.53642728477,1.67907569341869,55.5642447487717,8127.79405263158,6591.66673037526,5443.171,6230.67378400318,2.07227809436574,81.1003168595425,7363.09878125,6481.68416200131,1.93301276328796,84.7900458374269,0,NA,0,0.649218300768902,0.996011922944976,1,0,NA,1,1,1,1,0,0,MTX80,2,10,329.1055,616.1,Multiple,329.1064334,2.84,,C15H22O6S,330.11371,M-H,7053,DTXSID0047957,DTXSID0047957-BTMR0197,1,,,C15H22O6S,C15H22O6S,330.1137094,"ERactive, VBtoxcast",,NA,NA,NA,NA,NA,NA,NA,NA,,NA,1,0.268,NA,NA,NA,NA,NA,1,-0.745082941,21.87423109,4,NA,,1,no,notconf,NA,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
115,DTXSID0047957,329.1055-585.3,329.1055,585.3,28,32,28,0,70,84.2105263157895,73.6842105263158,1714.821365,9.41056520290417,3998.98192221298,248.2011,680.553704305303,4.66133393993566,233.201078773181,4759.07927947368,703.71215,6464.26579471743,1621.46731048642,6.89287446862103,135.830176702422,3843.44749210526,6346.46932816778,617.88305,1765.04334407397,4.89402039668809,165.12439265019,3089.756811875,1263.75586082718,5.69794535316177,181.13024589116,0,NA,0,0.08292610276197,0.030963231470357,1,0,NA,0,0,0,0,3.68421052631578,14.2105263157895,MTX80,2,10,329.1055,585.3,Multiple,329.1064334,2.84,,C15H22O6S,330.11371,M-H,7053,DTXSID0047957,DTXSID0047957-BTMR0197,1,,,C15H22O6S,C15H22O6S,330.1137094,"ERactive, VBtoxcast",,NA,NA,NA,NA,NA,NA,NA,NA,,NA,1,0.268,NA,NA,NA,NA,NA,1,-0.745082941,21.87423109,4,NA,,1,no,notconf,NA,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
116,DTXSID0047957,249.1492-593.7,249.1492,593.7,40,38,38,8,100,100,100,162039.62975,17.2677202834081,36750.1586058876,163650.75,157798.097219335,1.26769232671891,22.679734989883,150848.58,160367.95,41955.586887728,144474.242336645,1.36242476305742,27.8130472873713,155602.646052632,40893.2638825337,148785.25,150603.748723795,1.29422279557292,26.2805710056511,145330.204880469,115877.628423341,3.27965696678909,35.6556567276192,59318.99125,15.8108499420044,245.628675,0.360351689932843,0.252367215415565,1,36.607705992367,91.5630418057932,1,1,1,1,0,0,DTXSID0047957,3,26732.673267327,249.1492,593.7,Multiple,249.1496186,1.68,Octylparaben,C15H22O3,250.15689,M-H,547,,DTXSID0047957,0,Octylparaben,octyl 4-hydroxybenzoate,C15H22O3,C15H22O3,250.1568946,"ERactive, VBtoxcast",,NA,NA,NA,NA,NA,NA,NA,NA,,NA,1,0.268,NA,NA,NA,NA,NA,1,-0.745082941,21.87423109,4,NA,,1,no,notconf,yes,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
140,DTXSID00620545,144.04543-317,144.04543,317,40,38,38,8,100,100,100,2003622.9778088,20.8278115376023,784729.312947504,1882671.89941452,1861212.74101902,1.48033111372255,39.1655177465423,1953615.94782029,1849107.08416605,700937.279631465,1833281.98457876,1.44027058230381,35.8789699896504,2088796.04890634,653805.807175334,1943152.90188651,1984870.57957679,1.39196853600887,31.3006053184396,1830047.60098609,1319730.46595508,3.2394256392472,48.6715044809219,42232.4289089276,15.3644793933829,37914.626746127,0.45642178370527,0.900556520415414,1,2.10780318336705,73.7690532951291,0,1,0,1,0,0,DTXSID00620545,3,25714.2857142857,144.04543,317,Multiple,144.0441861,8.64,NN-DIMETHYL-2H-PERFLUOROETHANAMINE,C4H7F4N,145.05146,M-H,654,,DTXSID00620545,0,"N,N-DIMETHYL-2H-PERFLUOROETHANAMINE","1,1,2,2-tetrafluoro-N,N-dimethylethanamine",C4H7F4N,C4H7F4N,145.0514621,PFAS,0,NA,0,0,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,no,notconf,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
145,DTXSID1020069,400.1499-284.7,400.1499,284.7,40,38,38,8,100,100,100,19218.37725,13.8967438388467,14574.5255847498,16093.735,15252.3491204903,2.01652929091254,75.8364007281093,18180.6285263158,12037.95,16750.1725137476,13736.8114000878,2.02657911277623,92.1319771178559,17917.0506315789,16622.0555386975,15543.61,12897.7048043056,2.32565655904874,92.7722753062997,16846.218353125,10937.3001129888,2.92065734010561,94.4075551582144,1363.8005875,9.93773415692714,1239.661625,0.381732545378619,0.224520519582037,1,7.09633581316029,71.5112422893438,1,1,1,1,0,0,MTX96,3,27000,400.1499,284.7,Multiple,400.1514095,3.77,,C20H23N3O6,401.15869,M-H,7076,DTXSID1020069,DTXSID1020069-BTMR0171,1,,,C20H23N3O6,C20H23N3O6,401.1586855,"E2Up, P4Up, VBtoxcast, pellizzari, MC",,NA,NA,NA,NA,NA,NA,NA,1,,NA,NA,NA,1,1,1,2,NA,1,-2.716435,16.74115,49,NA,1,3,no,notconf,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1
146,DTXSID1020221,229.0539-383.7,229.0539,383.7,40,38,38,8,100,100,100,1846694.15,19.9265468661796,2077366.71527237,887522.6,996525.271513623,3.21357246110473,112.491108247263,999338.657631579,673789.85,1010695.42917387,609377.463594171,2.94619296718054,101.136428722692,1854380.87052632,3814210.33019745,473200.95,426292.547528899,5.17846236170733,205.68645798826,1424371.25295156,338778.144799835,10.8645694343051,175.070318946032,971.261325,9.71785980960755,660.5543,0.00474196839384,0.08645003620874,1,0.052594595862017,48.7684086704517,0,1,1,1,0,0,MTX99,3,54000,229.0539,383.7,Multiple,229.0540039,0.45,,C10H14O4S,230.06128,M-H,7077,DTXSID1020221,DTXSID1020221-BTMR0197,1,,(4-tert-butylphenyl) hydrogen sulfate,C10H14O4S,C10H14O4S,230.0612799,"ERactive, VBtoxcast",,NA,NA,NA,NA,NA,NA,NA,NA,,NA,1,0.161,NA,NA,NA,NA,NA,1,-1.095254,12.76574,8,NA,,1,no,notconf,NA,0,0,1,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,0,1,1
147,DTXSID1020221,149.09678-383.7,149.09678,383.7,40,38,38,7,100,100,100,59658.6940343647,15.2226541294061,56584.7068678063,44633.6223976334,38236.2688479493,2.69450959081331,94.8473777103003,35763.0965239331,30602.5892301242,31030.2572326298,24815.3936438073,2.49867041266272,86.7661367406036,59892.9612963184,115325.325554876,13259.6302438234,18825.39681686,4.05357011114382,192.552385219872,47091.7489108487,18648.9775164812,4.86142192692367,157.204637655394,561.234713348982,NA,494.006084424662,0.003926103594441,0.055573919284317,1,0.94074253959649,NA,0,1,1,1,0,0,DTXSID1020221,3,27000,149.09678,383.7,Multiple,149.0971891,2.74,4-tert-Butylphenol,C10H14O,150.10447,M-H,695,,DTXSID1020221,0,4-tert-Butylphenol,4-tert-butylphenol,C10H14O,C10H14O,150.1044651,"ERactive, VBtoxcast",,NA,NA,NA,NA,NA,NA,NA,NA,,NA,1,0.161,NA,NA,NA,NA,NA,1,-1.095254,12.76574,8,NA,,1,yes,notconf,yes,0,0,1,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,0,1,1
148,DTXSID1020485,285.1236-675.8,285.1236,675.8,40,38,38,2,100,100,100,9851.804535,12.743246436749,7224.61498305537,6286.018,6856.45167811746,2.8334680682204,73.332910304796,9183.77173684211,5726.376,7196.15160889668,6967.38092208177,2.11288192996417,78.3572568558974,7884.9078631579,5152.26695941202,7208.936,5773.96674017125,2.68097229078763,65.3434009481063,8147.64035789062,6077.63610879938,2.9035078732638,83.5595455972891,26.99495125,NA,0,0.370946507805616,0.745263023126095,1,0.274010219692204,NA,1,1,1,0,0,0,MTX108,3,25471.6981132075,285.1236,675.8,Unique,285.1244664,3.04,,C16H18N2O3,286.13174,M-H,7086,DTXSID1020485,DTXSID1020485-BTMR1242__DTXSID3025091-BTMR1242,1,,N-[4-(4-amino-3-methoxyphenyl)-2-methoxyphenyl]acetamide,C16H18N2O3,C16H18N2O3,286.1317424,"ERactive, VBtoxcast",,NA,NA,NA,NA,NA,NA,NA,NA,,NA,1,0,NA,NA,NA,NA,NA,1,-5.161003351,7.978764115,22,NA,,1,no,notconf,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
