"","DTXSID","featureid","mz","rt","det_count_v1","det_count_v2","det_count_v3","det_count_FB","df_v1","df_v2","df_v3","mean_visit1","log_mean_v1","sd_visit1","median_v1","gm_visit1","gsd_visit1","cv_visit1","mean_visit2","median_v2","sd_visit2","gm_visit2","gsd_visit2","cv_visit2","mean_visit3","sd_visit3","median_v3","gm_visit3","gsd_visit3","cv_visit3","mean_allvisit","gm_allvisit","gsd_allvisit","cv_allvisit","mean_FB","log_mean_FB","mean_DIWB","PvalV1_v3","PvalV1_V2","DFv1_min","percent_FBvV1","logFBvV1","meanv1_gt_v3","meanv1_gt_v2","geom_diff1v3","geom_diff1v2","df1v3_difference","df1v2_difference","DB_name","Confidence","score","MatchCategory","theoretical.mz","delta_ppm","Compound","Formula","MonoisotopicMass","Adduct","X","parent_id","is_metab","name_original","name_cleaned","formula_original","formula_cleaned","Molweight_cleaned","source","Drug_UCSF_PXYS","Drug_most.comon.and.haz","Disinfectant","Sesquiterpenoids","FRs","PFAS","exposurepred_bin","exposurepred_u95","MC","MC_list_cat","MGDev","ERactive_bin","ERactive_ER_AUC","E2Up_bin","E2UP_priority_level","P4Up_bin","P4Up_priority_level","pesticidemammarytumors_bin","VBtoxcast_bin","vbtoxcast_min_ac10","vbtoxcast_max_scaled_top","vbtoxcast_assay_sum","nitroPAH_bin","pellizzari_bin","MC_sum","frag_yn","confirmed_frag","of_interest","acrylate","is_ucsfdrug","sig_dif1v2or3","ubiqui_MC","nitro benzene","nitro","sulfate","aniline","guanidium","nitro_sum","SWGDRUG","STATINS","UOATARGPHARMA","VETDRUGS","DRUGBANK","ANTIBIOTICS","ZINC15PHARMA","PAHLIST","drug_any","of_interest_all","of_interest_cat"
"103","DTXSID0048898","285.1016-473.8",285.1016,473.8,40,38,38,0,100,100,100,3318.80965624903,11.5313444477717,1565.87482042404,2774.14353121279,2959.92406134652,1.64125290685779,47.1818206710239,3592.40638094527,3566.6814686028,1706.09352395006,3187.58406267843,1.6740459716796,47.4916627751101,3501.48041902009,1724.76365357128,3388.54903596699,2936.64226440643,1.9943039387423,49.2581264827967,3244.60224870333,3099.68263440358,1.77922772384003,60.172105661735,0,NA,0,0.572201806766339,0.545312934220683,1,0,NA,0,0,1,0,0,0,"DTXSID0048898",2,10,"Unique",285.0998697,6.07,"Psilocybin","C12H17N2O4P","284.09259","M+H",578,"",0,"Psilocybin","[3-[2-(dimethylamino)ethyl]-1H-indol-4-yl] dihydrogen phosphate","C12H17N2O4P","C12H17N2O4P",284.0925937,"VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-4.888077066,2.109986097,1,NA,"",0,"yes","notconf",NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"104","DTXSID0049313","162.05492-298.9",162.05492,298.9,40,38,38,4,100,100,100,47602.8038598803,15.3076887282669,31749.0539337206,43753.6633593585,40557.714290292,1.73472147257645,66.6957644494524,37611.7669738842,33504.6401683075,17632.1663357659,33829.6918610256,1.61221842293386,46.8793884318404,39882.5854354191,18421.2279967785,38052.4662294294,35567.6093042867,1.65835651419792,46.1886504991196,37047.0626962604,28246.301330326,3.04858327186706,69.7325450633812,188.436932351195,NA,282.641884443151,0.45642178370527,0.178769988407806,1,0.395852590754658,NA,1,1,1,1,0,0,"DTXSID0049313",2,10,"Multiple",162.0549545,0.21,"2-Methyl-4H31-benzoxazin-4-one","C9H7NO2","161.04768","M+H",594,"",0,"2-Methyl-4H,3,1-benzoxazin-4-one","2-methyl-3,1-benzoxazin-4-one","C9H7NO2","C9H7NO2",161.0476785,"VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-1.191969335,3.680354406,1,NA,"",0,"no","notconf",NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"105","DTXSID0049313","162.05494-440",162.05494,440,40,38,38,3,100,100,100,8105.30855954994,12.8675150094039,3154.60014320812,7582.52847163971,7473.22378719916,1.52968428668632,38.9201733657785,7642.06434809698,6720.65034207347,3309.00039599886,6991.50710781014,1.54353386855731,43.2998237815528,7067.98768205706,2459.94011485352,6601.375046055,6732.76507169581,1.35921771086525,34.8039672041078,6713.12278586031,6097.77883205469,2.17891956532452,55.4623499107304,60.1709378095656,NA,0,0.100082883717467,0.426767591312391,1,0.742364554877683,NA,1,1,1,1,0,0,"DTXSID0049313",2,10,"Multiple",162.0549545,0.09,"2-Methyl-4H31-benzoxazin-4-one","C9H7NO2","161.04768","M+H",594,"",0,"2-Methyl-4H,3,1-benzoxazin-4-one","2-methyl-3,1-benzoxazin-4-one","C9H7NO2","C9H7NO2",161.0476785,"VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-1.191969335,3.680354406,1,NA,"",0,"no","notconf",NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"106","DTXSID0052596","134.05996-298.9",134.05996,298.9,40,38,38,8,100,100,100,22483.4122234562,14.3549709832428,8557.89484990661,19458.72134238,20954.4783044314,1.46672131887228,38.0631496894339,20530.9813570832,18039.8817117205,8634.91384781975,18992.0789803218,1.48307321735373,42.057969356836,19418.5162103588,6305.24763015077,21186.1137472631,18148.6085361943,1.50222184191007,32.4702853804413,18844.2756615571,16006.5850714238,1.91385323679617,48.9270997114608,3255.27625749205,11.6173346003993,4297.0478004996,0.296183910560735,0.220729032354779,1,14.478568578198,80.9290009290909,1,1,1,1,0,0,"DTXSID0052596",2,10,"Multiple",134.0600398,0.6,"4-Anisonitrile","C8H7NO","133.05276","M+H",621,"",0,"4-Anisonitrile","4-methoxybenzonitrile","C8H7NO","C8H7NO",133.0527638,"VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-2.554232,2.609967,5,NA,"",0,"no","notconf",NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"107","DTXSID0052596","134.06003-149.4",134.06003,149.4,40,38,38,8,100,100,100,42975.5969237796,15.2165865310342,18795.9311542176,40719.6401511592,38075.7947846804,1.71556607905823,43.7362887304477,44556.9116851676,39499.1116702327,23849.7647883268,39663.2928298773,1.62492058099306,53.526521220424,38951.3916723521,15230.7096706037,34690.0893027463,36459.9244109037,1.43202680307036,39.1018369734259,38807.5830798385,31925.1688399651,2.05172674327763,54.5161214449023,5409.91295378792,12.3287548429653,6132.2572396696,0.20602244843477,0.627790971219025,1,12.5883369657036,81.0218166723585,1,0,1,0,0,0,"DTXSID0052596",2,10,"Multiple",134.0600398,0.07,"4-Anisonitrile","C8H7NO","133.05276","M+H",621,"",0,"4-Anisonitrile","4-methoxybenzonitrile","C8H7NO","C8H7NO",133.0527638,"VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-2.554232,2.609967,5,NA,"",0,"no","notconf",NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"108","DTXSID0057677","389.26759-580.6",389.26759,580.6,40,38,38,2,100,100,100,16524.1942594589,13.8380534327196,10277.1950738832,14357.6924906476,14644.3184678095,1.58602645225438,62.19483330027,17612.3398129692,14286.349342195,15409.2282280882,14709.0386155965,1.68965238670376,87.4910908585882,16478.7998331966,10359.5974359164,14305.5153391823,14474.8578807089,1.61161712304472,62.8662131998648,15249.6988652613,13529.7599450537,2.12451898198334,81.0440834623575,39.9555537860054,NA,0,0.791077476628895,0.845443808289798,1,0.241800315093329,NA,1,0,1,0,0,0,"DTXSID0057677",3,25714.2857142857,"Unique",389.2686356,2.69,"Bolandioldipropionate","C24H36O4","388.26136","M+H",633,"",0,"Bolandiol,dipropionate","[(3S,17S)-13-methyl-17-propanoyloxy-1,2,3,6,7,8,9,10,11,12,14,15,16,17-tetradecahydrocyclopenta[a]phenanthren-3-yl] propanoate","C24H36O4","C24H36O4",388.2613596,"VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-2.929885233,36.84389051,19,NA,"",0,"no","notconf",NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"109","DTXSID0057702","448.18342-370.4",448.18342,370.4,35,37,35,0,87.5,97.3684210526316,92.1052631578947,3421.01827808928,11.0615792618963,3733.61481192045,1716.99138953144,2137.30822593211,3.54224692250834,109.137528899897,4005.27187721012,3831.32697265975,3303.71068659698,2562.82791531836,3.33169255330681,82.4840557115484,3503.43873567727,3109.65797104614,2791.25516953058,2203.02223500778,3.73238683491233,88.7601641033119,3250.71197682273,2242.88189341686,3.48693693575418,103.155639847864,0,NA,0,0.602991745091081,0.293772121283779,1,0,NA,0,0,0,0,4.60526315789474,9.86842105263158,"DTXSID0057702",2,10,"Unique",448.1866969,7.31,"Gimatecan","C25H25N3O5","447.17942","M+H",635,"",0,"Gimatecan","(19S)-19-ethyl-19-hydroxy-10-[(Z)-(2-methylpropan-2-yl)oxyiminomethyl]-17-oxa-3,13-diazapentacyclo[11.8.0.02,11.04,9.015,20]henicosa-1(21),2,4,6,8,10,15(20)-heptaene-14,18-dione","C25H25N3O5","C25H25N3O5",447.1794209,"VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-3.372693471,24.14539578,53,NA,"",0,"no","notconf",NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"110","DTXSID0057702","448.19116-409.7",448.19116,409.7,34,32,34,5,85,84.2105263157895,89.4736842105263,1417.52576675418,9.59919547864434,2186.03833308582,474.115423564005,775.614238826318,3.58711760016631,154.21506856213,1068.89030297004,629.849404728561,1271.0721660665,769.407855042692,2.9435539928062,118.915118093473,1010.10941064641,1098.86026775337,486.948124076801,634.029489464613,3.22297655556879,108.786261782291,1079.45708545384,673.286324955142,3.16639865302678,141.331449650257,391.560816775122,NA,402.738454369854,0.98802366734155,0.996004691672034,1,27.6228359271175,NA,1,1,1,1,4.47368421052632,0.789473684210535,"DTXSID0057702",2,10,"Unique",448.1866969,9.96,"Gimatecan","C25H25N3O5","447.17942","M+H",635,"",0,"Gimatecan","(19S)-19-ethyl-19-hydroxy-10-[(Z)-(2-methylpropan-2-yl)oxyiminomethyl]-17-oxa-3,13-diazapentacyclo[11.8.0.02,11.04,9.015,20]henicosa-1(21),2,4,6,8,10,15(20)-heptaene-14,18-dione","C25H25N3O5","C25H25N3O5",447.1794209,"VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-3.372693471,24.14539578,53,NA,"",0,"no","notconf",NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"111","DTXSID00620545","146.05996-270.5",146.05996,270.5,40,38,38,8,100,100,100,43558.784178079,14.6039837392275,74516.7269140628,19206.5015207246,24902.1681706587,2.4565890729168,171.071641048153,62659.8093537193,23888.9987098574,122065.695993628,32203.6800349161,2.56470033369374,194.807001892645,79919.841409561,230835.796411993,19201.1864856238,26833.8904844046,2.86572940718496,288.834152246425,56649.6194698763,25158.9704034348,2.69997762774729,257.939002760815,8729.36162051118,13.0740197766691,5775.0945096345,0.814269502155929,0.228358322916695,1,20.040416153085,89.5236533409112,0,0,0,0,0,0,"DTXSID00620545",2,10,"Multiple",146.0587381,8.37,"NN-DIMETHYL-2H-PERFLUOROETHANAMINE","C4H7F4N","145.05146","M+H",654,"",0,"N,N-DIMETHYL-2H-PERFLUOROETHANAMINE","1,1,2,2-tetrafluoro-N,N-dimethylethanamine","C4H7F4N","C4H7F4N",145.0514621,"PFAS","0",NA,0,0,NA,1,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,"no","notconf",NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
"112","DTXSID00620545","146.06006-212.5",146.06006,212.5,40,38,38,8,100,100,100,132237.877822897,16.9035319583491,50682.0678843941,139879.098002474,122594.264409686,1.49748707824678,38.3264377187536,128511.017371053,130107.827845775,50954.3758018185,118338.120832388,1.52453746180678,39.6498112334577,144310.534862863,61500.222679293,129290.95584551,132858.991419127,1.50453392685229,42.6165856413298,122400.689657416,100068.108511196,2.13792992876625,50.9694534121104,13338.8378563033,13.7010902743285,12145.8790120855,0.545312934220683,0.737709281023835,1,10.0870023596172,81.0546003526861,0,1,0,1,0,0,"DTXSID00620545",2,10,"Multiple",146.0587381,9.05,"NN-DIMETHYL-2H-PERFLUOROETHANAMINE","C4H7F4N","145.05146","M+H",654,"",0,"N,N-DIMETHYL-2H-PERFLUOROETHANAMINE","1,1,2,2-tetrafluoro-N,N-dimethylethanamine","C4H7F4N","C4H7F4N",145.0514621,"PFAS","0",NA,0,0,NA,1,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,"no","notconf",NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
"113","DTXSID00620545","146.0601-316.3",146.0601,316.3,40,38,38,8,100,100,100,190906.812840431,17.3976263239299,74327.6760402325,192205.501518306,172666.218130011,1.6600581198411,38.9340091819347,192188.611261222,161633.231826232,77593.9623264243,177064.701020353,1.52443528007746,40.3738607700114,187169.211076835,72763.3966001165,164654.16429758,173775.682399422,1.48276231085288,38.8757297108264,175345.91188659,133398.201122537,2.67235776397902,50.3483268705929,8367.66023725852,13.0129917466544,7887.07642852665,0.663667627255052,0.722678199289804,1,4.38311242682187,74.7975126282336,1,0,0,0,0,0,"DTXSID00620545",2,10,"Multiple",146.0587381,9.32,"NN-DIMETHYL-2H-PERFLUOROETHANAMINE","C4H7F4N","145.05146","M+H",654,"",0,"N,N-DIMETHYL-2H-PERFLUOROETHANAMINE","1,1,2,2-tetrafluoro-N,N-dimethylethanamine","C4H7F4N","C4H7F4N",145.0514621,"PFAS","0",NA,0,0,NA,1,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,"no","notconf",NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
"114","DTXSID00620545","146.06018-168.3",146.06018,168.3,40,38,38,8,100,100,100,393854.73718132,18.469522553699,170437.905687351,325437.355400256,362977.992390169,1.49261364891054,43.2743063869475,391083.432881596,333139.541130433,151861.000915757,365696.166503943,1.43982670877674,38.8308448140616,373525.599265295,169988.21817566,357140.755546052,342003.343335197,1.52138079860235,45.509121331983,347648.351578876,244064.749603118,3.42274403265453,54.3379165538351,7469.4721625478,12.8577060089346,4440.77475027595,0.512608265752066,0.845443808289798,1,1.89650433456868,69.6158006876012,1,1,1,0,0,0,"DTXSID00620545",2,10,"Multiple",146.0587381,9.87,"NN-DIMETHYL-2H-PERFLUOROETHANAMINE","C4H7F4N","145.05146","M+H",654,"",0,"N,N-DIMETHYL-2H-PERFLUOROETHANAMINE","1,1,2,2-tetrafluoro-N,N-dimethylethanamine","C4H7F4N","C4H7F4N",145.0514621,"PFAS","0",NA,0,0,NA,1,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,"no","notconf",NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
"115","DTXSID0063109","149.09593-613.3",149.09593,613.3,40,38,38,8,100,100,100,114230.979901306,16.7871396251731,16026.0172150516,115949.737069752,113092.178133188,1.15613572328493,14.0294841459802,112668.043339335,115926.696380653,14468.4193663532,111738.347351177,1.1406036166269,12.8416354252084,112959.13327945,15773.7288141157,113560.742585776,111865.450519493,1.15300486937393,13.9641021988837,107182.082878556,102203.101087724,1.42580878182237,24.5228206094288,40672.7883261242,15.1878916479363,41186.0331511387,0.64204240412933,0.551975987116208,1,35.6057422962361,90.4733741843749,1,1,1,1,0,0,"DTXSID0063109",3,26732.6732673267,"Multiple",149.096091,1.08,"Ethanone1-(34-dimethylphenyl)-","C10H12O","148.08882","M+H",656,"",0,"Ethanone,,1-(3,4-dimethylphenyl)-","1-(3,4-dimethylphenyl)ethanone","C10H12O","C10H12O",148.088815,"exposurepred","",NA,NA,NA,NA,NA,1,0.319479171,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,"no","notconf",NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"116","DTXSID0064751","216.23258-606.4",216.23258,606.4,40,38,38,8,100,100,100,361052.88238744,18.2693814923669,211428.191459827,292558.57736643,315959.800859887,1.65476773084996,58.5587878600417,332627.060526958,316638.674090041,130606.830964117,312281.590958306,1.42081661871964,39.265245214026,318966.960755735,112424.491198673,301886.574770637,302188.469331967,1.38700954617205,35.2464377289433,311645.031355558,266980.215722644,1.82928915074861,54.3745315217866,71153.1159702737,15.9973279019592,76232.7959106387,0.972089039180892,1,1,19.7071175556827,87.5635987383755,1,1,1,1,0,0,"DTXSID0064751",3,51428.5714285714,"Unique",216.2321905,1.8,"1-Propanamine3-(decyloxy)-","C13H29NO","215.22491","M+H",657,"",0,"1-Propanamine,,3-(decyloxy)-","3-decoxypropan-1-amine","C13H29NO","C13H29NO",215.2249145,"exposurepred","",NA,NA,NA,NA,NA,1,0.365937396,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,"no","notconf",NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"117","DTXSID0067260","217.11761-576.6",217.11761,576.6,40,38,38,8,100,100,100,10184.4556331035,13.091725492137,6152.27635792424,7729.32014060073,8729.75525531328,1.73192663074224,60.4084948627683,9010.43853913542,6180.9722344761,7911.42596466879,7142.29819560651,1.87614465826471,87.802895833613,10893.9257543456,13599.8423241907,6093.52719324959,7509.66202957625,2.15345210617334,124.838764563506,9507.80421609124,7385.06219672849,1.92181537994219,96.7180589300601,3845.52989895757,11.7898546434867,5906.64160596028,0.163156037864808,0.163156037864808,1,37.7588163520304,90.0557734010517,0,1,1,1,0,0,"DTXSID0067260",2,10,"Multiple",217.118283,3.1,"24-Imidazolidinedione13-bis(2-hydroxyethyl)-55-dimethyl-","C9H16N2O4","216.11101","M+H",661,"",0,"2,4-Imidazolidinedione,,1,3-bis(2-hydroxyethyl)-5,5-dimethyl-","1,3-bis(2-hydroxyethyl)-5,5-dimethylimidazolidine-2,4-dione","C9H16N2O4","C9H16N2O4",216.111007,"exposurepred","",NA,NA,NA,NA,NA,1,0.223503904,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,"no","notconf",NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"118","DTXSID1020140","123.04302-235.8",123.04302,235.8,40,38,38,0,100,100,100,11350.8963113385,13.0588749721619,6682.96593383673,12494.6046371212,8533.22262633372,2.48084339434106,58.8761076705554,9618.89266170639,9077.32257272097,6023.63014665152,6658.02282072394,2.97630168542573,62.6229063833105,11690.4577462442,6646.83985950281,13668.6526784516,8628.68249412531,2.60191715454197,56.8569683393128,9641.99825935681,7288.49950681329,2.90627552770046,72.1152441458267,0,NA,32.0064009040527,0.730180784606663,0.240151369462586,1,0,NA,0,1,0,1,0,0,"DTXSID1020140",2,10,"Multiple",123.0440554,8.41,"Sodiumbenzoate","C7H6O2","122.03678","M+H",690,"",0,"Sodium,benzoate","benzoic acid","C7H6O2","C7H6O2",122.0367794,"exposurepred, VBtoxcast","",NA,NA,NA,NA,NA,1,0.165850958,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-1.913689773,1.395419653,1,NA,"",0,"yes","notconf",NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"119","DTXSID1020140","123.04394-729.1",123.04394,729.1,40,38,38,7,100,100,100,10871.2694411546,13.3711224314906,2481.61898422735,10753.0876128868,10595.1943523003,1.26043552354697,22.8273155923526,11003.4458919502,11015.6202792056,3245.01102342127,10521.843658515,1.363121881976,29.4908618198888,10555.3995587071,2514.26523829416,11058.3296720028,10216.1876724243,1.31165665905358,23.8197069121856,9731.1103278586,7812.76863340361,2.66131178558802,40.9169667333089,564.117291808736,NA,532.594074078351,0.972089039180892,0.940234593064394,1,5.18906549839704,NA,1,0,1,1,0,0,"DTXSID1020140",2,10,"Multiple",123.0440554,0.94,"Sodiumbenzoate","C7H6O2","122.03678","M+H",690,"",0,"Sodium,benzoate","benzoic acid","C7H6O2","C7H6O2",122.0367794,"exposurepred, VBtoxcast","",NA,NA,NA,NA,NA,1,0.165850958,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-1.913689773,1.395419653,1,NA,"",0,"yes","notconf",NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"120","DTXSID1020140","123.04413-72.9",123.04413,72.9,40,38,38,0,100,100,100,10276.3792046761,13.2431638482882,3795.17239338029,9570.57885574022,9695.93188414488,1.40123338013978,36.9310271428419,9350.98400157188,9237.73659065963,2297.77708689457,9083.198473519,1.27871260667038,24.5725699724042,9977.55614370217,3990.40156207897,8886.25343141499,9310.6315444726,1.44466441678785,39.9937770793473,8810.47787215854,9125.44732807694,1.41316020337638,49.6627338200842,0,NA,0,0.444423328452704,0.468600227536309,1,0,NA,1,1,1,1,0,0,"DTXSID1020140",2,10,"Multiple",123.0440554,0.61,"Sodiumbenzoate","C7H6O2","122.03678","M+H",690,"",0,"Sodium,benzoate","benzoic acid","C7H6O2","C7H6O2",122.0367794,"exposurepred, VBtoxcast","",NA,NA,NA,NA,NA,1,0.165850958,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-1.913689773,1.395419653,1,NA,"",0,"yes","notconf",NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"121","DTXSID1020857","150.07741-92.2",150.07741,92.2,40,38,38,1,100,100,100,42386.656437919,15.3297359623139,9750.72873516693,42326.8485858077,41182.2765108028,1.28613869948528,23.004241321672,42978.292761381,43768.7981737949,9168.38743747189,41995.2007424387,1.24724330604056,21.3326003626424,42179.6317845893,8174.54574709802,42884.101586415,41365.1919631103,1.22602211050523,19.3803155723248,37955.7642902966,38536.6030895333,1.82281580033189,40.093974123392,13.0308474144724,NA,0,0.980061607249088,0.829823166337576,1,0.0307428056599789,NA,1,0,0,0,0,0,"DTXSID1020857",2,10,"Multiple",150.0774212,0.07,"(N-6)-Methyladenine","C6H7N5","149.07015","M+H",723,"",0,"(N-6)-Methyladenine","N-methyl-7H-purin-6-amine","C6H7N5","C6H7N5",149.0701452,"VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-5.629733958,3.327692002,4,NA,"",0,"yes","notconf",NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"122","DTXSID1020857","150.07758-205.8",150.07758,205.8,40,38,38,3,100,100,100,10428.6181312684,13.3000566803036,2793.97975417045,10043.6066909115,10085.9312803147,1.29775701754568,26.7914667025076,10524.1246018757,10507.3463165958,3710.33879912774,9469.33360131568,1.73219634587522,35.2555574880446,10741.6154331093,3081.97183700321,10507.2728242612,10307.1709085767,1.34176004210995,28.6918839740206,9322.65549005581,7749.96166053573,2.78645016525039,48.18056287172,42.6921209825395,NA,53.616522965762,0.700332451175848,0.349948860783971,1,0.40937466925301,NA,0,0,0,1,0,0,"DTXSID1020857",2,10,"Multiple",150.0774212,1.06,"(N-6)-Methyladenine","C6H7N5","149.07015","M+H",723,"",0,"(N-6)-Methyladenine","N-methyl-7H-purin-6-amine","C6H7N5","C6H7N5",149.0701452,"VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-5.629733958,3.327692002,4,NA,"",0,"yes","notconf",NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"123","DTXSID1021116","180.10191-343.6",180.10191,343.6,40,38,38,8,100,100,100,33411.4466415964,14.7363556913923,31050.0163793957,24886.2763177161,27295.1251478948,1.73382816885126,92.9322717225274,32105.5761622036,25257.4168908366,20628.7856033643,28615.4777490833,1.54517999966375,64.2529680798864,31429.4544470783,13920.612358237,26694.7866571658,28849.0898468934,1.51304765640135,44.2916130843978,29558.5133587462,23870.5540754612,1.97088121129433,77.6480189217403,10287.1174792629,12.7420241761079,4143.52172617408,0.220729032354779,0.300829977991542,1,30.7892010472115,86.4665894536647,1,1,0,0,0,0,"DTXSID1021116",2,10,"Multiple",180.1019047,0.03,"PHENACETIN","C10H13NO2","179.09463","M+H",733,"",0,"PHENACETIN","N-(4-ethoxyphenyl)acetamide","C10H13NO2","C10H13NO2",179.0946287,"Drug, MC","1",NA,0,0,NA,0,NA,NA,1,"Pharmaceutical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,"no","notconf",NA,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0
"124","DTXSID1021247","288.15032-622.3",288.15032,622.3,40,38,38,7,100,100,100,145190.092843254,16.7292476311868,99500.914567001,114158.804651009,108643.898687379,2.36201589402227,68.5314766444989,159895.325015613,114970.563889109,120647.054670715,118011.193083061,2.35260024399044,75.4537724345192,127454.570139084,106801.210667271,121473.608124024,76903.3012023216,3.35357697628046,83.795512825256,130760.689738394,64321.1103765653,6.01785118114081,84.2547991316276,1794.91755709864,NA,438.934264394202,0.344819636848773,0.656426900005957,1,1.23625346740181,NA,1,0,1,0,0,0,"DTXSID1021247",3,52941.176470588,"Unique",288.1495235,2.76,"CIBasicRed9monohydrochloride","C19H18ClN3","287.14225","M+H",740,"",0,"C.I.,Basic,Red,9,monohydrochloride","4-[(4-aminophenyl)-(4-iminocyclohexa-2,5-dien-1-ylidene)methyl]aniline","C19H18ClN3","C19H18ClN3",287.1422475,"VBtoxcast, MC","",NA,NA,NA,NA,NA,NA,NA,1,"Aromatic amine",NA,NA,NA,NA,NA,NA,NA,NA,1,-2.306767431,17.43861179,17,NA,"",1,"no","notconf",NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
