"","DTXSID","featureid","mz","rt","det_count_v1","det_count_v2","det_count_v3","det_count_FB","df_v1","df_v2","df_v3","mean_visit1","log_mean_v1","sd_visit1","median_v1","gm_visit1","gsd_visit1","cv_visit1","mean_visit2","median_v2","sd_visit2","gm_visit2","gsd_visit2","cv_visit2","mean_visit3","sd_visit3","median_v3","gm_visit3","gsd_visit3","cv_visit3","mean_allvisit","gm_allvisit","gsd_allvisit","cv_allvisit","mean_FB","log_mean_FB","mean_DIWB","PvalV1_v3","PvalV1_V2","DFv1_min","percent_FBvV1","logFBvV1","meanv1_gt_v3","meanv1_gt_v2","geom_diff1v3","geom_diff1v2","df1v3_difference","df1v2_difference","DB_name","Confidence","score","MatchCategory","theoretical.mz","delta_ppm","Compound","Formula","MonoisotopicMass","Adduct","X","parent_id","is_metab","name_original","name_cleaned","formula_original","formula_cleaned","Molweight_cleaned","source","Drug_UCSF_PXYS","Drug_most.comon.and.haz","Disinfectant","Sesquiterpenoids","FRs","PFAS","exposurepred_bin","exposurepred_u95","MC","MC_list_cat","MGDev","ERactive_bin","ERactive_ER_AUC","E2Up_bin","E2UP_priority_level","P4Up_bin","P4Up_priority_level","pesticidemammarytumors_bin","VBtoxcast_bin","vbtoxcast_min_ac10","vbtoxcast_max_scaled_top","vbtoxcast_assay_sum","nitroPAH_bin","pellizzari_bin","MC_sum","frag_yn","confirmed_frag","of_interest","acrylate","is_ucsfdrug","sig_dif1v2or3","ubiqui_MC","nitro benzene","nitro","sulfate","aniline","guanidium","nitro_sum","SWGDRUG","STATINS","UOATARGPHARMA","VETDRUGS","DRUGBANK","ANTIBIOTICS","ZINC15PHARMA","PAHLIST","drug_any","of_interest_all","of_interest_cat"
"464","DTXSID4041070","321.13044-359.5",321.13044,359.5,40,38,38,8,100,100,100,92272.4221025598,16.1137219792791,58173.487179707,92736.8174565883,70911.007777678,2.31882848243275,63.0453670274829,86029.6484398036,76960.7943589815,43235.979006177,75367.4530541556,1.72762829321553,50.257068104178,90043.2461613008,48321.9317251897,78941.0315994983,75833.0623696237,1.88957096899515,53.6652484058907,79829.7627114012,56187.6191599296,2.74245673113282,67.3371294331324,7497.66704558442,12.5158551954034,6141.23219741647,0.996011922944976,0.670939898934618,1,8.12557736617214,77.6720313996836,1,1,0,0,0,0,"DTXSID4041070",3,51428.5714285714,"Multiple",321.1332644,8.8,"Mycophenolicacid","C17H20O6","320.12599","M+H",3078,"",0,"Mycophenolic,acid","(E)-6-(4-hydroxy-6-methoxy-7-methyl-3-oxo-1H-2-benzofuran-5-yl)-4-methylhex-4-enoic acid","C17H20O6","C17H20O6",320.1259884,"VBtoxcast, Drug","1",1,0,0,NA,0,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-2.243990457,4.349592799,50,NA,"",0,"no","notconf",NA,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"465","DTXSID4041232","205.19496-1176.8",205.19496,1176.8,39,38,37,0,97.5,100,97.3684210526316,3098.67764634458,11.1961589174581,1929.53770286489,3092.70206307196,2346.27909095039,2.69230881884885,62.2697138290946,3168.34540637205,3283.00393234762,1566.93775520855,2476.40789355426,2.51620546709665,49.4560268604928,3427.34457644769,1552.58029531589,3424.44973656792,3155.2717149821,1.68900378198566,45.2998016594256,2837.75246364344,2629.97104507422,2.3262227692864,67.0433471762384,0,NA,0,0.34227004844766,0.627790971219025,1,0,NA,0,0,0,0,0.131578947368425,2.5,"DTXSID4041232",2,10,"Multiple",205.1950768,0.57,"135-Triisopropylbenzene","C15H24","204.1878","M+H",3080,"",0,"1,3,5-Triisopropylbenzene","1,3,5-tri(propan-2-yl)benzene","C15H24","C15H24",204.1878008,"VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-0.9065256,4.901019,1,NA,"",0,"yes","notconf",NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"466","DTXSID4041654","235.16951-1176.9",235.16951,1176.9,40,38,38,0,100,100,100,41474.6346404398,15.1738484990216,18503.5352197752,39152.423261574,36964.3903541959,1.67386925358428,44.6141005947123,39308.1268279809,41168.1531260725,13510.230885314,36629.6176461767,1.49892117774849,34.3700704549902,41908.3333662344,15273.0084281167,41886.5010827163,38981.1864379324,1.49879305023006,36.4438458925265,35948.5672196801,37501.3678238026,1.55717340205915,55.6424825825684,0,NA,0,0.837625487137605,0.768068961182508,1,0,NA,0,1,0,1,0,0,"DTXSID4041654",3,51428.5714285714,"Multiple",235.1692559,1.08,"2-Ethylhexylbenzoate","C15H22O2","234.16198","M+H",3100,"",0,"2-Ethylhexyl,benzoate","2-ethylhexyl benzoate","C15H22O2","C15H22O2",234.1619799,"VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-4.947911605,4.83515361,6,NA,"",0,"yes","notconf",NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"467","DTXSID4044581","179.14291-640.7",179.14291,640.7,40,38,38,7,100,100,100,21603.2428850712,14.3520947496294,5582.62279242415,20714.006997881,20912.7439570225,1.2954527214814,25.8415961998094,21454.9973125805,20812.1490346756,7829.01639781335,19936.0157987605,1.49817572830489,36.4904095943311,20306.653797709,5771.91657546412,20218.4603466871,19486.8507353614,1.34549413480717,28.4237700261345,19461.9254811895,15740.510057861,2.57571621199325,41.8832859429815,5260.95274261603,NA,717.847365613087,0.339738623384683,0.829823166337576,1,24.3526065535818,NA,1,1,1,1,0,0,"DTXSID4044581",3,23823.5294117646,"Multiple",179.1430412,0.73,"2-tert-Butyl-4-ethylphenol","C12H18O","178.13577","M+H",3133,"",0,"2-tert-Butyl-4-ethylphenol","2-tert-butyl-4-ethylphenol","C12H18O","C12H18O",178.1357652,"VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-2.156274,20.57608,3,NA,"",0,"no","notconf",NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"468","DTXSID4044791","165.09096-265",165.09096,265,40,38,38,8,100,100,100,37905.0022368175,14.2292644965285,87959.2060925649,15128.7761194762,19205.9338933032,2.29196562072689,232.051710597524,35085.7305154432,14520.8297474968,73642.7252550674,18727.6311352421,2.32303211250343,209.893663814847,34424.6303545155,66579.9869148364,15712.6332034507,19676.7800056925,2.23912675962188,193.407993721864,35996.0009184609,19437.9497587719,2.33680342358835,201.772709233229,18108.5691989068,13.7130989439537,11368.71487779,0.814269502155929,0.7757168888561,1,47.773560560083,96.3725071475,1,1,0,1,0,0,"DTXSID4044791",2,10,"Multiple",165.0910056,0.28,"Benzylpropanoate","C10H12O2","164.08373","M+H",3141,"",0,"Benzyl,propanoate","benzyl propanoate","C10H12O2","C10H12O2",164.0837296,"exposurepred","",NA,NA,NA,NA,NA,1,0.166117577,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,"no","notconf",NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"469","DTXSID4044828","213.18493-747.5",213.18493,747.5,36,31,33,7,90,81.5789473684211,86.8421052631579,2663.91134083475,9.71684900888086,6271.35079583675,699.256150883916,841.517234771042,4.93977211222391,235.418900760849,1184.39917416955,615.837003408775,1268.79553449614,908.106121847314,2.94698325268197,107.125668623145,1579.56237227221,1607.52142311855,1069.73599188199,1051.71939414238,3.46946523857896,101.770050447968,1779.88578968768,915.263143899567,3.78031711125456,207.249517872409,537.45509700015,NA,684.203003226549,0.585593781286949,0.775412640367913,1,20.1754123255369,NA,1,1,0,0,3.1578947368421,8.42105263157895,"DTXSID4044828",2,10,"Multiple",213.184906,0.11,"Ethylundec-10-enoate","C13H24O2","212.17763","M+H",3144,"",0,"Ethyl,undec-10-enoate","ethyl undec-10-enoate","C13H24O2","C13H24O2",212.17763,"VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-1.547808,2.490805,2,NA,"",0,"no","notconf",NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"470","DTXSID4044870","227.12557-405.2",227.12557,405.2,40,38,38,8,100,100,100,67417.6918353953,15.9200202740675,27873.9655271619,61527.0107411901,62001.7052342386,1.52113923961509,41.345179237548,71883.9435236913,68509.7054291145,29897.354044798,66383.7634373734,1.49678592801618,41.5911434170894,69857.0595679717,23403.5657580924,75607.1726200152,65906.3855207682,1.42347322629231,33.5020768163316,62590.3472476632,51899.4815156273,2.03334668848999,50.7910900558432,9082.26411463618,13.0920237353086,9594.91691053649,0.432606925876661,0.627790971219025,1,13.4716331386888,82.2362252680953,0,0,0,0,0,0,"DTXSID4044870",3,27000,"Multiple",227.1277851,9.75,"Butane-14-diylbis(2-methylprop-2-enoate)","C12H18O4","226.12051","M+H",3145,"",0,"Butane-1,4-diyl,bis(2-methylprop-2-enoate)","4-(2-methylprop-2-enoyloxy)butyl 2-methylprop-2-enoate","C12H18O4","C12H18O4",226.1205091,"exposurepred, VBtoxcast","",NA,NA,NA,NA,NA,1,0.172378331,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-5.132444138,1.946282551,3,NA,"",0,"no","notconf",NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"471","DTXSID4044878","165.09096-265",165.09096,265,40,38,38,8,100,100,100,37905.0022368175,14.2292644965285,87959.2060925649,15128.7761194762,19205.9338933032,2.29196562072689,232.051710597524,35085.7305154432,14520.8297474968,73642.7252550674,18727.6311352421,2.32303211250343,209.893663814847,34424.6303545155,66579.9869148364,15712.6332034507,19676.7800056925,2.23912675962188,193.407993721864,35996.0009184609,19437.9497587719,2.33680342358835,201.772709233229,18108.5691989068,13.7130989439537,11368.71487779,0.814269502155929,0.7757168888561,1,47.773560560083,96.3725071475,1,1,0,1,0,0,"DTXSID4044878",2,10,"Multiple",165.0910056,0.28,"Propylbenzoate","C10H12O2","164.08373","M+H",3148,"",0,"Propyl,benzoate","propyl benzoate","C10H12O2","C10H12O2",164.0837296,"exposurepred","",NA,NA,NA,NA,NA,1,0.179669592,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,"no","notconf",NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"472","DTXSID4045472","229.12005-505.1",229.12005,505.1,40,35,37,2,100,92.1052631578947,97.3684210526316,16285.6634797709,10.7820693732784,35128.0635472956,1371.1128935009,1760.86595460058,8.71422605924107,215.699308725921,1155.07975792373,842.614138112324,1166.81395929261,794.115200950856,2.86303218232654,101.015878019538,4223.56997962418,11792.1120638054,776.499690803864,837.182688663852,5.32234708294464,279.197743157902,6755.71160238871,1080.66092353921,5.74114060007377,313.973994388805,70.8379459553219,NA,198.257928756437,0.0920969335370285,0.0743505029713003,1,0.434971200548954,NA,1,1,1,1,2.63157894736842,7.89473684210526,"DTXSID4045472",3,514.285714285714,"Multiple",229.1223058,9.85,"Nabumetone","C15H16O2","228.11503","M+H",3166,"",0,"Nabumetone","4-(6-methoxynaphthalen-2-yl)butan-2-one","C15H16O2","C15H16O2",228.1150298,"VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-0.748798381,6.09999251,3,NA,"",0,"no","notconf",NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"473","DTXSID4045474","373.234-464.8",373.234,464.8,40,38,38,3,100,100,100,16210.6813237237,13.740524245628,10084.6826941756,14142.0531807168,13687.053161251,1.80733135419318,62.2101100674715,16106.1406953095,11112.9669621094,9789.35482913319,13734.6650935109,1.74888906342683,60.7802639646883,16242.891852609,9563.66019789311,13194.7916982568,14340.7169487652,1.61046804666375,58.8790486612578,18411.687219419,14079.0734701952,2.26333073760433,133.138451820846,1007.64832815076,NA,0,0.837625487137605,0.980061607249088,1,6.21595297586969,NA,0,1,0,0,0,0,"DTXSID4045474",3,26213.5922330097,"Multiple",373.2373355,8.94,"Rimexolone","C23H32O4","372.23006","M+H",3167,"",0,"Rimexolone","methyl (8S,9S,10R,11S,13S,14S,16R,17S)-11-hydroxy-10,13,16,17-tetramethyl-3-oxo-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthrene-17-carboxylate","C23H32O4","C23H32O4",372.2300595,"VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-3.106669859,16.47279621,12,NA,"",0,"yes","notconf",NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"474","DTXSID4045682","246.17056-180.6",246.17056,180.6,40,38,38,2,100,100,100,938267.414911507,19.5916454769611,697783.654500935,803935.05941119,790083.428754468,1.74668170902765,74.3693794979278,951149.996928189,814943.516397111,426217.712603309,866241.882883336,1.54867431146543,44.8107778983138,846782.786099174,338803.36634212,755933.143179172,784146.947733381,1.48695860078934,40.0106582117554,807019.685044649,642213.226788375,3.63649345173837,69.2740206185647,53.1864599148635,NA,642.334424876195,0.996011922944976,0.360351689932843,1,0.00566858222608954,NA,1,0,1,0,0,0,"DTXSID4045682",3,25714.2857142857,"Unique",246.1713216,3.09,"Pinacidilmonohydrate","C13H21N5O","245.16405","M+H",3171,"",0,"Pinacidil,monohydrate","1-cyano-2-(3,3-dimethylbutan-2-yl)-3-pyridin-4-ylguanidine","C13H21N5O","C13H21N5O",245.1640456,"VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-2.675264,2.040325,2,NA,"",0,"no","notconf",NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"475","DTXSID4045767","290.15908-258.7",290.15908,258.7,40,38,36,8,100,100,94.7368421052632,13736.6702160029,13.597889830262,6729.8149397951,11955.1023995694,12398.6019269606,1.57389302636382,48.991603015664,22864.340482943,14838.3923509532,34756.492197188,14661.1983583784,2.22149278378957,152.011785439937,12951.140948596,7441.25123034293,11100.8129565136,12181.6032316615,1.61991390708043,57.456337320996,15272.3620643199,11871.6577243318,1.87767889724857,130.873600795949,5879.16817398955,12.5130188148715,6322.79372541803,0.532105139286568,0.487200423783906,1,42.7990778081026,92.0217693411805,1,0,1,0,5.26315789473685,0,"DTXSID4045767",2,10,"Unique",290.1611508,7.14,"Etazolatehydrochloride","C14H20ClN5O2","289.15387","M+H",3175,"",0,"Etazolate,hydrochloride","ethyl 1-ethyl-4-(2-propan-2-ylidenehydrazinyl)pyrazolo[3,4-b]pyridine-5-carboxylate","C14H20ClN5O2","C14H20ClN5O2",289.1538748,"VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-4.845896276,3.985415961,4,NA,"",0,"no","notconf",NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"476","DTXSID4046078","310.2013-382.9",310.2013,382.9,40,38,38,8,100,100,100,404000.208488972,18.2149779757272,343473.907936923,297455.401368828,304266.921938865,2.10457096930699,85.0182501691206,397339.294219911,362916.435172629,189604.371724576,352842.77622758,1.66041992675083,47.7185051875686,431509.545266228,314151.324948735,279011.232117573,327051.347871804,2.19632448369019,72.8028680697929,365678.870768698,206470.029580802,4.64608173219887,81.4454180964396,3774.47704125681,11.3108338624955,3405.74351454813,0.760443546476357,0.240151369462586,1,0.934276013216423,62.0963356506279,0,1,0,0,0,0,"DTXSID4046078",3,51428.5714285714,"Multiple",310.2012843,0.05,"Metipranolol","C17H27NO4","309.19401","M+H",3182,"",0,"Metipranolol","[4-[2-hydroxy-3-(propan-2-ylamino)propoxy]-2,3,6-trimethylphenyl] acetate","C17H27NO4","C17H27NO4",309.1940083,"VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-0.348465354,10.52581306,1,NA,"",0,"no","notconf",NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"477","DTXSID4046280","364.16557-164.3",364.16557,164.3,17,12,18,0,42.5,31.5789473684211,47.3684210526316,15541.7333978929,10.5199750793553,53891.7380956044,0,1468.34481003866,18.0951112942569,346.755002906631,1720.2988754377,0,4962.05657073372,1576.15271462283,6.24537502508195,288.44154010571,2888.32218761106,6615.86537662501,0,1458.78628619795,7.52259686288031,229.055657467944,6037.10740524357,1410.13165170286,9.9187314145641,503.582212078004,0,NA,0,0.602773312365896,0.436539215873739,1,0,NA,1,1,1,0,4.86842105263158,10.9210526315789,"DTXSID4046280",2,10,"Unique",364.1673974,5.02,"Adafenoxate","C20H26ClNO3","363.16012","M+H",3186,"",0,"Adafenoxate","2-(1-adamantylamino)ethyl 2-(4-chlorophenoxy)acetate","C20H26ClNO3","C20H26ClNO3",363.1601214,"VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-0.00795866,1.460141,1,NA,"",0,"yes","notconf",NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"478","DTXSID4046949","285.14373-600",285.14373,600,39,36,38,1,97.5,94.7368421052632,100,4586.63765133373,11.8231782749523,3449.68823718518,3798.39617262291,3623.52535731084,2.17968652457761,75.2117018919526,2946.1455462699,2531.51205784739,2033.32233569628,2471.1969873162,2.06585472244079,69.0163572628196,2640.25462463667,1621.03046793211,2225.22181149787,2079.08367715951,2.17571207660802,61.3967476017652,3101.54402776696,2608.41218562074,2.29563174371031,85.8531785281708,13.2852071983106,NA,0,0.00749281429645107,0.0304387685969404,1,0.289650245086343,NA,1,1,1,1,2.5,2.76315789473685,"DTXSID4046949",2,10,"Multiple",285.1419956,6.08,"Promazinehydrochloride","C17H21ClN2S","284.13472","M+H",3206,"",0,"Promazine,hydrochloride","N,N-dimethyl-3-phenothiazin-10-ylpropan-1-amine","C17H21ClN2S","C17H21ClN2S",284.1347196,"VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-0.476597572,8.681868507,3,NA,"",0,"no","notconf","yes",0,0,1,0,0,0,0,1,0,1,"-","-","-","-","-","-","-","-",0,1,1
"479","DTXSID4046949","285.14089-381.9",285.14089,381.9,40,38,38,8,100,100,100,8865.05106182533,13.0280900764877,2868.84166428023,8071.98490269695,8353.06573705338,1.4462198369216,32.3612536946801,9951.40723153853,8874.53616627667,3903.16960757241,9276.06050223106,1.45821868157278,39.2222880318099,8507.39932440427,3034.51937544441,7536.84026583087,8032.53502644638,1.40432041658499,35.6691776150628,8114.42125388455,6437.66629008058,2.34786633339269,50.6020954124429,704.223603403876,9.33251357164709,871.721132743588,0.319897520107846,0.387196985321406,1,7.9438189187246,71.6337814434508,1,0,1,0,0,0,"DTXSID4046949",2,10,"Multiple",285.1419956,3.88,"Promazinehydrochloride","C17H21ClN2S","284.13472","M+H",3206,"",0,"Promazine,hydrochloride","N,N-dimethyl-3-phenothiazin-10-ylpropan-1-amine","C17H21ClN2S","C17H21ClN2S",284.1347196,"VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-0.476597572,8.681868507,3,NA,"",0,"no","notconf","yes",0,0,0,0,0,0,0,1,0,1,"-","-","-","-","-","-","-","-",0,1,1
"480","DTXSID4047092","165.1274-447.9",165.1274,447.9,40,38,38,8,100,100,100,135112.021051624,16.832088887133,72141.5997371057,112830.887471256,116671.194617394,1.76207753226476,53.3939165261555,147786.881429617,144954.1601727,69921.1549481011,132378.527108978,1.61613234722045,47.3121526563918,149135.225456877,79827.6898073153,138002.948643487,128707.817117254,1.75768447051578,53.5270520849536,127337.933972624,88689.6329435434,2.92522305830462,64.5700671811457,6225.75954577745,12.5128626362748,8406.69633385717,0.565420865419821,0.349948860783971,1,4.60785021001107,74.3393331640501,0,0,0,0,0,0,"DTXSID4047092",3,54000,"Multiple",165.1273911,0.05,"Jasmone","C11H16O","164.12012","M+H",3210,"",0,"Jasmone","3-methyl-2-[(Z)-pent-2-enyl]cyclopent-2-en-1-one","C11H16O","C11H16O",164.1201151,"VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-0.030775155,3.046468129,1,NA,"",0,"yes","notconf",NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"481","DTXSID4047098","149.09593-613.3",149.09593,613.3,40,38,38,8,100,100,100,114230.979901306,16.7871396251731,16026.0172150516,115949.737069752,113092.178133188,1.15613572328493,14.0294841459802,112668.043339335,115926.696380653,14468.4193663532,111738.347351177,1.1406036166269,12.8416354252084,112959.13327945,15773.7288141157,113560.742585776,111865.450519493,1.15300486937393,13.9641021988837,107182.082878556,102203.101087724,1.42580878182237,24.5228206094288,40672.7883261242,15.1878916479363,41186.0331511387,0.64204240412933,0.551975987116208,1,35.6057422962361,90.4733741843749,1,1,1,1,0,0,"DTXSID4047098",3,26732.6732673267,"Multiple",149.096091,1.08,"3-Phenylbutyraldehyde","C10H12O","148.08882","M+H",3211,"",0,"3-Phenylbutyraldehyde","3-phenylbutanal","C10H12O","C10H12O",148.088815,"exposurepred, VBtoxcast","",NA,NA,NA,NA,NA,1,7.309579445,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-0.077477418,6.302075186,1,NA,"",0,"no","notconf",NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"482","DTXSID4047202","205.19496-1176.8",205.19496,1176.8,39,38,37,0,97.5,100,97.3684210526316,3098.67764634458,11.1961589174581,1929.53770286489,3092.70206307196,2346.27909095039,2.69230881884885,62.2697138290946,3168.34540637205,3283.00393234762,1566.93775520855,2476.40789355426,2.51620546709665,49.4560268604928,3427.34457644769,1552.58029531589,3424.44973656792,3155.2717149821,1.68900378198566,45.2998016594256,2837.75246364344,2629.97104507422,2.3262227692864,67.0433471762384,0,NA,0,0.34227004844766,0.627790971219025,1,0,NA,0,0,0,0,0.131578947368425,2.5,"DTXSID4047202",2,10,"Multiple",205.1950768,0.57,"alpha-Farnesene","C15H24","204.1878","M+H",3220,"",0,"alpha-Farnesene","(3E,6E)-3,7,11-trimethyldodeca-1,3,6,10-tetraene","C15H24","C15H24",204.1878008,"VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-0.071306165,5.956003021,1,NA,"",0,"yes","notconf",NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"483","DTXSID4047333","383.24456-829.9",383.24456,829.9,39,37,36,6,97.5,97.3684210526316,94.7368421052632,5848.54918744793,12.1710531696744,3752.70393569638,5626.95804538779,4611.60480365798,2.47088424347267,64.16469820841,5612.30633111474,5287.89397046853,3161.59781894246,5095.82059733096,1.66746416014351,56.3333081342068,6251.9507240983,3205.05852596595,6435.01134806377,5111.93558706715,2.88265610476979,51.2649358161441,6492.19486602892,4520.34400517083,2.84536944639761,110.546352698392,636.666114112573,NA,803.158398513832,0.256521762968144,0.756638008356529,1,10.8858811597067,NA,0,1,0,0,2.76315789473685,0.131578947368425,"DTXSID4047333",2,10,"Unique",383.2441522,1.06,"PharmaGSID47333","C22H30N4O2","382.23688","M+H",3226,"",0,"PharmaGSID_47333","(3S)-3-(2-methylpyrimidin-5-yl)-9-(5,6,7,8-tetrahydro-1,8-naphthyridin-2-yl)nonanoic acid","C22H30N4O2","C22H30N4O2",382.2368762,"VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-5.030307,7.812811,44,NA,"",0,"no","notconf",NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"484","DTXSID4047468","165.1274-447.9",165.1274,447.9,40,38,38,8,100,100,100,135112.021051624,16.832088887133,72141.5997371057,112830.887471256,116671.194617394,1.76207753226476,53.3939165261555,147786.881429617,144954.1601727,69921.1549481011,132378.527108978,1.61613234722045,47.3121526563918,149135.225456877,79827.6898073153,138002.948643487,128707.817117254,1.75768447051578,53.5270520849536,127337.933972624,88689.6329435434,2.92522305830462,64.5700671811457,6225.75954577745,12.5128626362748,8406.69633385717,0.565420865419821,0.349948860783971,1,4.60785021001107,74.3393331640501,0,0,0,0,0,0,"DTXSID4047468",3,54000,"Multiple",165.1273911,0.05,"2-tert-Butyl-6-methylphenol","C11H16O","164.12012","M+H",3236,"",0,"2-tert-Butyl-6-methylphenol","2-tert-butyl-6-methylphenol","C11H16O","C11H16O",164.1201151,"VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-2.904517103,9.831621393,8,NA,"",0,"yes","notconf",NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"485","DTXSID4047543","302.13857-445.8",302.13857,445.8,40,38,38,0,100,100,100,45074.3125014118,14.6697603165823,46286.0251549849,36474.8614139826,26063.8090059847,3.28921309044976,102.688255430485,56763.0869302642,28334.4673972119,54093.3928416994,33293.9564942086,3.12483915754396,95.2967778305563,38112.6389949198,49715.3989467456,23617.1839871898,15994.716255227,4.73072726040951,130.443339159412,42188.4828438931,24470.413973638,3.70770451563216,116.016351186585,0,NA,0,0.178769988407806,0.506192211860841,1,0,NA,1,0,1,0,0,0,"DTXSID4047543",3,48648.6486486488,"Multiple",302.1386841,0.38,"Furalaxyl","C17H19NO4","301.13141","M+H",3237,"",0,"Furalaxyl","methyl 2-[N-(furan-2-carbonyl)-2,6-dimethylanilino]propanoate","C17H19NO4","C17H19NO4",301.1314081,"VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-0.32693646,4.676867276,3,NA,"",0,"no","notconf",NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
